Track	Title	Authors	Acceptance_Status
NLP Applications	End-to-End Conversational Search for Online Shopping with Utterance Transfer	Liqiang Xiao, Jun Ma, Xin Luna Dong, Pascual Martínez-Gómez, Nasser Zalmout, Wei Chen, Tong Zhao, Hao He and Yaohui Jin	Accept-Poster
NLP Applications	Self-Supervised Curriculum Learning for Spelling Error Correction	Zifa Gan, Hongfei Xu and Hongying Zan	Accept-Poster
NLP Applications	Detect and Classify – Joint Span Detection and Classification for Health Outcomes	Micheal Abaho, Danushka Bollegala, Paula Williamson and Susanna Dodd	Accept-Poster
NLP Applications	{M}ulti-Class Grammatical Error Detection for Correction: {A} Tale of Two Systems	Zheng Yuan, Shiva Taslimipoor, Christopher Davis and Christopher Bryant	Accept-Poster
NLP Applications	Towards Zero-shot Commonsense Reasoning with Self-supervised Refinement of Language Models	Tassilo Klein and Moin Nabi	Accept-Poster
NLP Applications	Fix-Filter-Fix: Intuitively Connect Any Models for Effective Bug Fixing	Haiwen Hong, Jingfeng Zhang, Yin Zhang, Yao Wan and Yulei Sui	Accept-Poster
NLP Applications	Neuro-Symbolic Reinforcement Learning with First-Order Logic	Daiki Kimura, Masaki Ono, Subhajit Chaudhury, Ryosuke Kohita, Akifumi Wachi, Don Joven Agravante, Michiaki Tatsubori, Asim Munawar and Alexander Gray	Accept-Poster
NLP Applications	Biomedical Concept Normalization by Leveraging Hypernyms	Cheng Yan, Yuanzhe Zhang, Kang Liu, Jun Zhao, Yafei Shi and Shengping Liu	Accept-Poster
NLP Applications	AVocaDo: Strategy for Adapting Vocabulary to Downstream Domain	Jimin Hong, TaeHee Kim, Hyesu Lim and Jaegul Choo	Accept-Poster
NLP Applications	Leveraging Capsule Routing to Associate Knowledge with Medical Literature Hierarchically	Xin Liu, Qingcai Chen, Junying Chen, Wenxiu Zhou, Tingyu Liu, Xinlan Yang and Weihua Peng	Accept-Poster
NLP Applications	Label-Enhanced Hierarchical Contextualized Representation for Sequential Metaphor Identification	Shuqun Li, Liang Yang, Weidong He, Shiqi Zhang, Jingjie Zeng and Hongfei Lin	Accept-Poster
NLP Applications	Can We Improve Model Robustness through Secondary Attribute Counterfactuals?	Ananth Balashankar, Xuezhi Wang, Ben Packer, Nithum Thain, Ed Chi and Alex Beutel	Accept-Poster
NLP Applications	To Share or not to Share: {P}redicting Sets of Sources for Model Transfer Learning	Lukas Lange, Jannik Strötgen, Heike Adel and Dietrich Klakow	Accept-Poster
NLP Applications	Contrastive Code Representation Learning	Paras Jain, Ajay Jain, Tianjun Zhang, Pieter Abbeel, Joseph Gonzalez and Ion Stoica	Accept-Poster
NLP Applications	Self-Supervised Detection of Contextual Synonyms in a Multi-Class Setting: Phenotype Annotation Use Case	Jingqing Zhang, Luis Bolanos Trujillo, Tong Li, Ashwani Tanwar, Guilherme Freire, Xian Yang, Julia Ive, Vibhor Gupta and Yike Guo	Accept-Poster
NLP Applications	IGA: An Intent-Guided Authoring Assistant	Simeng Sun, Wenlong Zhao, Varun Manjunatha, Rajiv Jain, Vlad Morariu, Franck Dernoncourt, Balaji Vasan Srinivasan and Mohit Iyyer	Accept-Poster
NLP Applications	Math Word Problem Generation with Mathematical Consistency and Problem Context Constraints	Zichao Wang, Andrew Lan and Richard Baraniuk	Accept-Poster
NLP Applications	Navigating the Kaleidoscope of COVID-19 Misinformation Using Deep Learning	Yuanzhi Chen and Mohammad Hasan	Accept-Poster
NLP Applications	SpellBERT: A Lightweight Pretrained Model for Chinese Spelling Check	Tuo Ji, Hang Yan and Xipeng Qiu	Accept-Poster
NLP Applications	Evaluating Scholarly Impact: Towards Content-Aware Bibliometrics	Saurav Manchanda and George Karypis	Accept-Poster
NLP Applications	Long-Range Modeling of Source Code Files with eWASH: Extended Window Access by Syntax Hierarchy	Colin Clement, Shuai Lu, Xiaoyu Liu, Michele Tufano, Dawn Drain, Nan Duan, Neel Sundaresan and Alexey Svyatkovskiy	Accept-Poster
NLP Applications	Can Language Models be Biomedical Knowledge Bases?	Mujeen Sung, Jinhyuk Lee, Sean Yi, Minji Jeon, Sungdong Kim and Jaewoo Kang	Accept-Poster
NLP Applications	Automated Generation of Accurate & Fluent Medical X-ray Reports	Hoang Nguyen, Dong Nie, Taivanbat Badamdorj, Yujie Liu, Yingying Zhu, Jason Truong and Li Cheng	Accept-Poster
NLP Applications	Enhancing Document Ranking with Task-adaptive Training and Segmented Token Recovery Mechanism	Xingwu Sun, Yanling Cui, Hongyin Tang, Fuzheng Zhang, Beihong Jin and Shi Wang	Accept-Poster
NLP Applications	Abstract, Rationale, Stance: A Joint Model for Scientific Claim Verification	Zhiwei Zhang, Jiyi Li, Fumiyo Fukumoto and Yanming Ye	Accept-Poster
NLP Applications	A Scalable Framework for Learning From Implicit User Feedback to Improve Natural Language Understanding in Large-Scale Conversational AI Systems	Sunghyun Park, Han Li, Ameen Patel, Sidharth Mudgal, Sungjin Lee, Young-Bum Kim, Spyros Matsoukas and Ruhi Sarikaya	Accept-Poster
NLP Applications	ClauseRec: A Clause Recommendation Framework for AI-aided Contract Authoring	Vinay Aggarwal, Aparna Garimella, Balaji Vasan Srinivasan, Anandhavelu N and Rajiv Jain	Accept-Poster
NLP Applications	UniKER: A Unified Framework for Combining Embedding and Definite Horn Rule Reasoning for Knowledge Graph Inference	Kewei Cheng, Ziqing Yang, Ming Zhang and Yizhou Sun	Accept-Oral
NLP Applications	Progressive Transformer-Based Generation of Radiology Reports	Farhad Nooralahzadeh, Nicolas Perez Gonzalez, Thomas Frauenfelder, Koji Fujimoto and Michael Krauthammer	Accept-Findings
NLP Applications	A Semantic Feature-Wise Transformation Relation Network for Automatic Short Answer Grading	Zhaohui Li, Yajur Tomar and Rebecca J. Passonneau	Accept-Poster
NLP Applications	Fighting the COVID-19 Infodemic: Modeling the Perspective of Journalists, Fact-Checkers, Social Media Platforms, Policy Makers, and the Society	Firoj Alam, Shaden Shaar, Fahim Dalvi, Hassan Sajjad, Alex Nikolov, Hamdy Mubarak, Giovanni Da San Martino, Ahmed Abdelali, Nadir Durrani, Kareem Darwish, Abdulaziz Al-Homaid, Wajdi Zaghouani, Tommaso Caselli, Gijs Danoe, Friso Stolk, Britt Bruntink and Preslav Nakov	Accept-Findings
NLP Applications	Novel Natural Language Summarization of Program Code via Leveraging Multiple Input Representations	Fuxiang Chen, Mijung Kim and Jaegul Choo	Accept-Findings
NLP Applications	Detecting Frames in News Headlines and Lead Images in U.S. Gun Violence Coverage	Isidora Tourni, Lei Guo, Taufiq Daryanto, Fabian Zhafransyah, Edward Edberg Halim, Mona Jalal, Boqi Chen, Sha Lai, Hengchang Hu, Margrit Betke, Prakash Ishwar and Derry Tanti Wijaya	Accept-Findings
NLP Applications	BPM_MT: Enhanced Backchannel Prediction Model using Multi-Task Learning	Jin Yea Jang, San Kim, Minyoung Jung, Saim Shin and Gahgene Gweon	Accept-Poster
NLP Applications	Preventing Author Profiling through Zero-Shot Multilingual Back-Translation	David Ifeoluwa Adelani, Miaoran Zhang, Xiaoyu Shen, Ali Davody, Thomas Kleinbauer and Dietrich Klakow	Accept-Poster
NLP Applications	Detecting Health Advice in Medical Research Literature	Yingya Li, Jun Wang and Bei Yu	Accept-Poster
Phonology, Morphology and Word Segmentation	Lexicon-Based Graph Convolutional Network for Chinese Word Segmentation	Kaiyu Huang, Hao Yu, Junpeng Liu, Wei Liu, Jingxiang Cao and Degen Huang	Accept-Findings
Phonology, Morphology and Word Segmentation	LAMAD: A Linguistic Attentional Model for Arabic Text Diacritization	Raeed Al-Sabri and Jianliang Gao	Accept-Findings
Phonology, Morphology and Word Segmentation	Segment, Mask, and Predict: Augmenting Chinese Word Segmentation with Self-Supervision	Mieradilijiang Maimaiti, Yang Liu, Yuanhang Zheng, Gang Chen, Kaiyu Huang, Ji Zhang, Huanbo Luan and Maosong Sun	Accept-Oral
Phonology, Morphology and Word Segmentation	Minimal Supervision for Morphological Inflection	Omer Goldman and Reut Tsarfaty	Accept-Oral
Phonology, Morphology and Word Segmentation	Fast WordPiece Tokenization	Xinying Song, Alex Salcianu, Yang Song, Dave Dopson and Denny Zhou	Accept-Oral
Phonology, Morphology and Word Segmentation	You should evaluate your language model on marginal likelihood over tokenisations	Kris Cao and Laura Rimell	Accept-Oral
Phonology, Morphology and Word Segmentation	Finnish Dialect Identification: The Effect of Audio and Text	Mika Hämäläinen, Khalid Alnajjar, Niko Partanen and Jack Rueter	Accept-Poster
Phonology, Morphology and Word Segmentation	Local Word Discovery for Interactive Transcription	William Lane and Steven Bird	Accept-Oral
Question Answering	NOAHQA: Numerical Reasoning with Interpretable Graph Question Answering Dataset	Qiyuan Zhang, Lei Wang, Sicheng Yu, Shuohang Wang, Yang Wang, Jing Jiang and Ee-Peng Lim	Accept-Findings
Question Answering	Cryptonite: A Cryptic Crossword Benchmark for Extreme Ambiguity in Language	Avia Efrat, Uri Shaham, Dan Kilman and Omer Levy	Accept-Oral
Question Answering	SituatedQA: Incorporating Extra-Linguistic Contexts into QA	Michael Zhang and Eunsol Choi	Accept-Oral
Question Answering	Cross-Modal Retrieval Augmentation for Multi-Modal Classification	Shir Gur, Natalia Neverova, Chris Stauffer, Ser-Nam Lim, Douwe Kiela and Austin Reiter	Accept-Findings
Question Answering	Decomposing Complex Questions Makes Multi-Hop QA Easier and More Interpretable	Ruiliu Fu, Han Wang, Xuejun Zhang, Jun Zhou and Yonghong Yan	Accept-Findings
Question Answering	Unseen Entity Handling in Complex Question Answering over Knowledge Base via Language Generation	Xin Huang, Jung-Jae Kim and Bowei Zou	Accept-Findings
Question Answering	{R2-D2}: A Modular Baseline for Open-Domain Question Answering	Martin Fajcik, Martin Docekal, Karel Ondrej and Pavel Smrz	Accept-Findings
Question Answering	When Retriever-Reader Meets Scenario-Based Multiple-Choice Questions	Zixian Huang, Ao Wu, Yulin Shen, Gong Cheng and Yuzhong Qu	Accept-Findings
Question Answering	Less Is More: Domain Adaptation with Lottery Ticket for Reading Comprehension	Haichao Zhu, Zekun Wang, Heng Zhang, Ming Liu, Sendong Zhao and Bing Qin	Accept-Findings
Question Answering	Exploiting Reasoning Chains for Multi-hop Science Question Answering	Weiwen Xu, Yang Deng, Huihui Zhang, Deng Cai and Wai Lam	Accept-Findings
Question Answering	Winnowing Knowledge for Multi-choice Question Answering	Yeqiu Li, Bowei Zou, Zhifeng Li, Ai Ti Aw, Yu Hong and Qiaoming Zhu	Accept-Findings
Question Answering	Towards Developing a Multilingual and Code-Mixed Visual Question Answering System by Knowledge Distillation	Humair Raj Khan, Deepak Gupta and Asif Ekbal	Accept-Findings
Question Answering	Grounded Graph Decoding improves Compositional Generalization in Question Answering	Yu Gai, Paras Jain, Wendi Zhang, Joseph Gonzalez, Dawn Song and Ion Stoica	Accept-Findings
Question Answering	A Pretraining Numerical Reasoning Model for Ordinal Constrained Question Answering on Knowledge Base	Yu Feng, Jing Zhang, Gaole He, Wayne Xin Zhao, Lemao Liu, Quan Liu, Cuiping Li and Hong Chen	Accept-Findings
Question Answering	RoR: Read-over-Read for Long Document Machine Reading Comprehension	Jing Zhao, Junwei Bao, Yifan Wang, Yongwei Zhou, Youzheng Wu, Xiaodong He and Bowen Zhou	Accept-Findings
Question Answering	Self- and Pseudo-self-supervised Prediction of Speaker and Key-utterance for Multi-party Dialogue Reading Comprehension	Yiyang Li and Hai Zhao	Accept-Findings
Question Answering	MIRTT: Learning Multimodal Interaction Representations from Trilinear Transformers for Visual Question Answering	Junjie Wang, Yatai Ji, Jiaqi Sun, Yujiu Yang and Tetsuya Sakai	Accept-Findings
Question Answering	What If Sentence-hood is Hard to Define: A Case Study in Chinese Reading Comprehension	Jiawei Wang, Hai Zhao, Yinggong Zhao and Libin Shen	Accept-Findings
Question Answering	CodeQA: A Question Answering Dataset for Source Code Comprehension	Chenxiao Liu and Xiaojun Wan	Accept-Findings
Question Answering	Improving Numerical Reasoning Skills in the Modular Approach for Complex Question Answering on Text	Xiao-Yu Guo, Yuan-Fang Li and Gholamreza Haffari	Accept-Findings
Question Answering	Extract, Integrate, Compete: Towards Verification Style Reading Comprehension	Chen Zhang, Yuxuan Lai, Yansong Feng and Dongyan Zhao	Accept-Findings
Question Answering	SD-QA: Spoken Dialectal Question Answering for the Real World	Fahim Faisal, Sharlina Keshava, Md Mahfuz Ibn Alam and Antonios Anastasopoulos	Accept-Findings
Question Answering	Relation-Guided Pre-Training for Open-Domain Question Answering	Ziniu Hu, Yizhou Sun and Kai-Wei Chang	Accept-Findings
Question Answering	Can NLI Models Verify QA Systems' Predictions?	Jifan Chen, Eunsol Choi and Greg Durrett	Accept-Findings
Question Answering	Neural Unification for Logic Reasoning over Natural Language	Gabriele Picco, Thanh Lam Hoang, Marco Luca Sbodio and Vanessa Lopez	Accept-Findings
Question Answering	Do We Know What We Don’t Know? Studying Unanswerable Questions beyond SQuAD 2.0	Elior Sulem, Jamaal Hay and Dan Roth	Accept-Findings
Question Answering	Question Answering over Electronic Devices: A New Benchmark Dataset and a Multi-Task Learning based QA Framework	Abhilash Nandy, Soumya Sharma, Shubham Maddhashiya, Kapil Sachdeva, Pawan Goyal and NIloy Ganguly	Accept-Findings
Question Answering	AutoEQA: Auto-Encoding Questions for Extractive Question Answering	Stalin Varanasi, Saadullah Amin and Guenter Neumann	Accept-Findings
Question Answering	A Divide-And-Conquer Approach for Multi-label Multi-hop Relation Detection in Knowledge Base Question Answering	Deyu Zhou, Yanzheng Xiang, Linhai Zhang, Chenchen Ye, Qian-Wen Zhang and Yunbo Cao	Accept-Findings
Question Answering	Contrastive Domain Adaptation for Question Answering using Limited Text Corpora	Zhenrui Yue, Bernhard Kratzwald and Stefan Feuerriegel	Accept-Oral
Question Answering	Improving Unsupervised Question Answering via Summarization-Informed Question Generation	Chenyang Lyu, Lifeng Shang, Yvette Graham, Jennifer Foster, Xin Jiang and Qun Liu	Accept-Oral
Question Answering	TransferNet: An Effective and Transparent Framework for Multi-hop Question Answering over Relation Graph	Jiaxin Shi, Shulin Cao, Lei Hou, Juanzi Li and Hanwang Zhang	Accept-Oral
Question Answering	Case-based Reasoning for Natural Language Queries over Knowledge Bases	Rajarshi Das, Manzil Zaheer, Dung Thai, Ameya Godbole, Ethan Perez, Jay Yoon Lee, Lizhen Tan, Lazaros Polymenakos and Andrew McCallum	Accept-Oral
Question Answering	How much coffee was consumed during EMNLP 2019? Fermi Problems: A New Reasoning Challenge for AI	Ashwin Kalyan, Abhinav Kumar, Arjun Chandrasekaran, Ashish Sabharwal and Peter Clark	Accept-Oral
Question Answering	Will this Question be Answered? Question Filtering via Answer Model Distillation for Efficient Question Answering	Siddhant Garg and Alessandro Moschitti	Accept-Oral
Question Answering	Distantly-Supervised Dense Retrieval Enables Open-Domain Question Answering without Evidence Annotation	Chen Zhao, Chenyan Xiong, Jordan Boyd-Graber and Hal Daumé III	Accept-Oral
Question Answering	What’s in a Name? Answer Equivalence For Open-Domain Question Answering	Chenglei Si, Chen Zhao and Jordan Boyd-Graber	Accept-Oral
Question Answering	Learning with Instance Bundles for Reading Comprehension	Dheeru Dua, Pradeep Dasigi, Sameer Singh and Matt Gardner	Accept-Oral
Question Answering	Topic Transferable Table Question Answering	Saneem Chemmengath, Vishwajeet Kumar, Samarth Bharadwaj, Jaydeep Sen, Mustafa Canim, Soumen Chakrabarti, Alfio Gliozzo and Karthik Sankaranarayanan	Accept-Oral
Question Answering	End-to-End Entity Resolution and Question Answering Using Differentiable Knowledge Graphs	Amir Saffari, Armin Oliya, Priyanka Sen and Tom Ayoola	Accept-Oral
Question Answering	Improving Query Graph Generation for Complex Question Answering over Knowledge Base	Kechen Qin, Cheng Li, Virgil Pavlu and Javed Aslam	Accept-Oral
Question Answering	Evaluation Paradigms in Question Answering	Pedro Rodriguez and Jordan Boyd-Graber	Accept-Oral
Question Answering	Explaining Answers with Entailment Trees	Bhavana Dalvi, Peter Jansen, Oyvind Tafjord, Zhengnan Xie, Hannah Smith, Leighanna Pipatanangkura and Peter Clark	Accept-Oral
Question Answering	WebSRC: A Dataset for Web-Based Structural Reading Comprehension	Xingyu Chen, Zihan Zhao, Lu Chen, JiaBao JI, Danyang Zhang, Ao Luo, Yuxuan Xiong and Kai Yu	Accept-Oral
Question Answering	Numerical reasoning in machine reading comprehension tasks: are we there yet?	Hadeel Al-Negheimish, Pranava Madhyastha and Alessandra Russo	Accept-Oral
Question Answering	Answering Open-Domain Questions of Varying Reasoning Steps from Text	Peng Qi, Haejun Lee, TG Sido and Christopher Manning	Accept-Poster
Question Answering	English Machine Reading Comprehension Datasets: A Survey	Daria Dzendzik, Jennifer Foster and Carl Vogel	Accept-Poster
Question Answering	Summarize-then-Answer: Generating Concise Explanations for Multi-hop Reading Comprehension	Naoya Inoue, Harsh Trivedi, Steven Sinha, Niranjan Balasubramanian and Kentaro Inui	Accept-Poster
